ID_Pessoa,ID_Investidor,Investidor,Nome,Cargo_Atual,Decisor,Nível_Decisão,Localização,Foco_Setorial,Foco_Fase,Experiência_Anterior,Empresas_Portfólio,Email_Público,LinkedIn,Perfil_Oficial,Hook_Principal,Fundamento_do_Hook,Fonte_Principal,Data_Verificação,Confiança,Estado_Perfil,Notas
PER0228,INV031,DIG Ventures,Rytis Vitkauskas,General Partner,Sim,Decisor provável,Londres,B2B software; IA,Pre-seed; Seed,Lightspeed; Target Global; Summit Partners; cofundador da YPlan,,,https://uk.linkedin.com/in/rvitkauskas,https://www.dig.ventures/team,Relacionar a execução do teu projeto com uma aprendizagem acumulada da equipa e perguntar que marco valida uma plataforma de IA empresarial.,Declaração pessoal: Salienta continuidade da parceria com a equipa nexos.ai e execução ao longo dos anos.,https://www.dig.ventures/team,2026-09-09,Alta,Enriquecido,Perfil LinkedIn tem cabeçalho antigo Lightspeed; página oficial DIG prevalece para o cargo atual. Lote 2.
PER0229,INV032,Smedvig Ventures,Jon Lerner,Partner,Sim,Decisor provável,Londres,SaaS; infraestrutura; martech,Late Seed; Series A; crescimento subsequente,Consultoria e estratégia; Bain & Company (entrevista de 2022),,,,https://smedvig.vc/people/jon-lerner/,Apresentar um funil e uma cohort de retenção; perguntar qual teste faria primeiro para distinguir PMF de distribuição.,"Declaração pessoal: Defende diagnosticar se um problema de vendas resulta de produto, GTM ou ambos.",https://smedvig.vc/people/jon-lerner/,2026-09-09,Alta,Enriquecido,Lote 2.
PER0230,INV032,Smedvig Ventures,Joe Knowles,Partner,Sim,Decisor provável,Londres,B2B software; dados; IA aplicada,Late Seed; Series A; crescimento subsequente,Formação em engenharia; investimento em software,,,,https://smedvig.vc/people/joe-knowles/,Enviar três possíveis prioridades e os dados de cada uma; pedir opinião sobre a que removeria primeiro.,Declaração pessoal: Define apoio a founders como identificar o problema principal e priorizar com rigor.,https://smedvig.vc/people/joe-knowles/,2026-09-09,Alta,Enriquecido,Também declara atividade angel e aconselhamento à Sustainability First. Lote 2.
PER0231,INV032,Smedvig Ventures,Rob Toms,Partner,Sim,Decisor provável,Londres,Escala de vendas e marketing,Late Seed; Series A; crescimento subsequente,Bain & Company; M&A corporativo; física e MBA,,,,https://smedvig.vc/people/rob-toms/,"Apresentar CAC, período de recuperação e crescimento por cohort; perguntar onde costuma surgir primeiro a perda de eficiência.",Declaração pessoal: Descreve a dificuldade de escalar vendas mantendo crescimento e eficiência.,https://smedvig.vc/people/rob-toms/,2026-09-09,Alta,Enriquecido,Lote 2.
PER0232,INV032,Smedvig Ventures,Peter Duffy,Principal,Rever,Autoridade por confirmar,Londres,B2B tech; crescimento,Late Seed; Series A; crescimento subsequente,Smedvig desde 2018,,,,https://smedvig.vc/people/peter-duffy/,Abrir com uma explicação em duas frases e um problema reconhecível; perguntar onde a narrativa perde clareza.,Declaração pessoal: Usa a reação de alguém exterior ao negócio como sinal de clareza da oportunidade.,https://smedvig.vc/people/peter-duffy/,2026-09-09,Média,Enriquecido,Página individual atual diz Principal; diretório do grupo ainda diz Senior Associate. Lote 2.
PER0233,INV032,Smedvig Ventures,Freddie Kalfayan,Principal,Rever,Autoridade por confirmar,Londres,B2B tech; founders com ideias pouco consensuais,Late Seed; Series A; crescimento subsequente,Consultoria estratégica; Smedvig desde 2019,,,,https://smedvig.vc/people/freddie-kalfayan/,"Mostrar uma hipótese que contraria o mercado, a evidência disponível e o resultado que te faria abandoná-la.",Declaração pessoal: Interessa-se por empresas e founders fortes com uma tese pouco consensual.,https://smedvig.vc/people/freddie-kalfayan/,2026-09-09,Média,Enriquecido,Página individual atual diz Principal; diretório do grupo ainda diz Senior Associate. Lote 2.
PER0234,INV033,Episode 1,Hector Mason,General Partner,Sim,Decisor provável,Londres,B2B; IA; infraestrutura,Pre-seed; Seed; follow-on até Series A,Founder; Onstage/Focal; coapresentador de Riding Unicorns,,,,https://www.episode1.com/team,Perguntar se continua a ver essa assimetria; mostrar a defensibilidade que vai além de uma interface para modelos.,"Declaração pessoal: Em 2024, preferia infraestrutura e adoção empresarial de IA a aplicações com casos de uso superficiais.",https://www.episode1.com/team,2026-09-09,Alta,Enriquecido,Entrevistas de 2019 e 2024 são conteúdo histórico; tese atual da entidade vem do FAQ. Lote 2.
PER0235,INV033,Episode 1,Adam Shuaib,General Partner,Sim,Decisor provável,Londres,IA early-stage; sourcing com algoritmos,Pre-seed; Seed; follow-on até Series A,Doutoramento em Cambridge,,,,https://www.episode1.com/team,No caso SaaS: perguntar como mede precisão fora da amostra e como evita dados desatualizados no sourcing.,"Alegação do autor: Relata um modelo treinado em 15 mil empresas e destaca runway, experiência prévia e composição da equipa.",https://www.episode1.com/team,2026-09-09,Alta,Enriquecido,"Declarações sobre desempenho de modelos são alegações do autor, não resultados validados por nós. Lote 2."
PER0236,INV033,Episode 1,Simon Murdoch,General Partner,Sim,Decisor provável,Londres,Software; customer discovery,Pre-seed; Seed; follow-on até Series A,"Fundador da Bookpages, vendida à Amazon; FriendsAbroad",,,,https://www.episode1.com/team,Mostrar entrevistas com compradores e testes de preço; perguntar que evidência separa interesse de intenção de compra.,Declaração pessoal: Usa FriendsAbroad para explicar o risco de construir algo desejado pelo founder sem procura pagante.,https://www.episode1.com/team,2026-09-09,Alta,Enriquecido,"Artigo de 2016 mantido como opinião histórica, não como critério financeiro atual. Lote 2."
PER0237,INV033,Episode 1,Paul McNabb,General Partner,Sim,Decisor provável,Londres,Foco pessoal não publicado; entidade: IA/infra,Pre-seed; Seed; follow-on até Series A,Empreendedor recorrente,,,,https://www.episode1.com/team,,Enriquecimento de conteúdo ainda incompleto.,https://www.episode1.com/team,2026-09-09,Alta,Parcial,Conteúdo próprio ainda por aprofundar. Lote 2.
PER0238,INV033,Episode 1,Adrian Lloyd,General Partner,Sim,Decisor provável,Londres,B2B software; eficiência; execução,Pre-seed; Seed; follow-on até Series A,Marakon Associates na China; Stanford MBA; startups,,,,https://www.episode1.com/team,Explicar por que esta equipa escolheu este problema e qual vantagem concreta decorre do trabalho anterior.,Declaração pessoal: Procura founders fortes que escolhem construir e valoriza experiência operacional.,https://www.episode1.com/team,2026-09-09,Alta,Enriquecido,Fluência em mandarim e percurso na China descritos na entrevista de 2021. Lote 2.
PER0239,INV033,Episode 1,Millan Suri,Principal,Rever,Autoridade por confirmar,Londres,Founders e oportunidades pouco consensuais,Pre-seed; Seed; follow-on até Series A,,,,,https://www.episode1.com/team,,Enriquecimento de conteúdo ainda incompleto.,https://www.episode1.com/team,2026-09-09,Média,Parcial,Poder final no comité e percurso anterior não confirmados. Lote 2.
PER0240,INV033,Episode 1,Nuan Zhang,Investor,Rever,Autoridade por confirmar,Londres,Foco pessoal não publicado,Pre-seed; Seed; follow-on até Series A,Consultoria; experiência de founder,,,,https://www.episode1.com/team,,Enriquecimento de conteúdo ainda incompleto.,https://www.episode1.com/team,2026-09-09,Média,Parcial,Poder final de decisão não publicado. Lote 2.
PER0241,INV034,Concept Ventures,Reece Chowdhry,General Partner,Sim,Decisor provável,Londres,Generalista; pre-seed; founders,Pre-seed; follow-on,EY; incubação e operação de três startups de software,,,,https://concept.vc/team-members/reece-chowdhry,Apresentar uma decisão difícil tomada pela equipa e a mudança de comportamento que dela resultou.,Perfil institucional: Liga experiências de sucesso e insucesso em startups à importância das pessoas na construção da empresa.,https://concept.vc/team-members/reece-chowdhry,2026-09-09,Alta,Enriquecido,Lote 2.
PER0242,INV034,Concept Ventures,Oliver Kicks,General Partner,Sim,Decisor provável,Londres,Pre-seed; GTM; apoio operacional,Pre-seed; follow-on,Fintech; construção de marca foodtech,,,,https://concept.vc/team-members/oliver-kicks,Levar a primeira contratação sénior em análise e explicar o problema que deve resolver antes da próxima ronda.,"Perfil institucional: Trabalha com founders em contratações iniciais, fundraising e estratégia de produto e GTM.",https://concept.vc/team-members/oliver-kicks,2026-09-09,Alta,Enriquecido,Lote 2.
PER0243,INV034,Concept Ventures,Jeff Chowdhry,General Partner,Sim,Decisor provável,Londres,Serviços financeiros; follow-on,Pre-seed; follow-on,Gestão institucional de ativos; investimento angel,,,,https://concept.vc/team-members/jeff-chowdhry,"No caso SaaS para investidores: definir o comprador, o orçamento e o marco comercial que justificará o cheque seguinte.",Perfil institucional: Lidera investimentos em serviços financeiros e avaliação de follow-on.,https://concept.vc/team-members/jeff-chowdhry,2026-09-09,Alta,Enriquecido,Lote 2.
PER0244,INV034,Concept Ventures,Hugo Hazon,Principal,Rever,Autoridade por confirmar,Londres,B2B enterprise; oportunidades técnicas,Pre-seed; follow-on,Illuminate Financial; jogador profissional de voleibol,,,,https://concept.vc/team-members/hugo-hazon,Mostrar a integração com a infraestrutura do cliente e qual prova técnica reduz o risco da adoção.,Perfil institucional: O percurso na Illuminate inclui B2B enterprise; participa na avaliação de oportunidades técnicas.,https://concept.vc/team-members/hugo-hazon,2026-09-09,Média,Enriquecido,Lote 2.
PER0245,INV034,Concept Ventures,Anrea Munsamy,Associate — operações e apoio ao portfólio,Não,Apoio / comunidade,Londres,Operações; Venture Pledge; apoio a founders,Pre-seed; follow-on,Recursos humanos; contabilidade; marketing,,,,https://concept.vc/team-members/anrea,"Para uma empresa já próxima do fundo, perguntar como funciona o apoio operacional ou a participação dos founders no Venture Pledge.",Perfil institucional: Coordena operações e apoio ao portfólio e promove o Venture Pledge.,https://concept.vc/team-members/anrea,2026-09-09,Alta,Enriquecido,Perfil aprofundado de apoio. O título Associate não é tratado como função de investimento. Lote 2.
PER0246,INV034,Concept Ventures,Kudei Sawyer Moses,Associate — comunidade e relações com investidores,Não,Apoio / comunidade,Londres,Comunidade; marketing; LP communications,Pre-seed; follow-on,Sony Music; estágio na Atomico,,,,https://concept.vc/team-members/kudei-sawyer-moses,"Propor participação num evento com um exemplo útil para outros founders, ou perguntar que formatos a comunidade procura.","Perfil institucional: Organiza a comunidade, eventos e comunicação com os investidores do fundo.",https://concept.vc/team-members/kudei-sawyer-moses,2026-09-09,Alta,Enriquecido,"Contacto útil para comunidade/eventos, sem autoridade de investimento confirmada. Lote 2."
PER0247,INV035,Empirical Ventures,Ben Miles,General Partner,Sim,Decisor provável,Londres,Deeptech; ciência; venture building,Pre-seed; Seed; venture studio,Físico; Ziylo; Spin Up Science,,,,https://www.empiricalventures.vc/team,Mostrar o custo final pretendido e o percurso de engenharia necessário para o atingir; perguntar qual hipótese testar primeiro.,Declaração pessoal: Defende começar pelo custo-alvo da solução e desenhar a tecnologia a partir desse objetivo comercial.,https://www.empiricalventures.vc/team,2026-09-09,Alta,Enriquecido,Também tem plataforma pública de divulgação científica. Lote 2.
PER0248,INV035,Empirical Ventures,Johnathan Matlock,General Partner,Sim,Decisor provável,Londres,Deeptech; diligência científica,Pre-seed; Seed; venture studio,Químico; Ziylo; investimento angel,,,,https://www.empiricalventures.vc/team,"Se ainda não há empresa, apresentar IP, equipa e trabalho por fazer na transferência tecnológica.","Declaração pessoal: Defende combinar investigação e engenharia para transformar ciência em empresas, incluindo através do studio.",https://www.empiricalventures.vc/team,2026-09-09,Alta,Enriquecido,Lote 2.
